filename,width,height,class,xmin,ymin,xmax,ymax,centerx,centery,b-width,b-height
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\175.Pine_Warbler/Pine_Warbler_0045_171150.jpg,500,372,175.Pine_Warbler,162,54,429,325,295,189,267,271
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\175.Pine_Warbler/Pine_Warbler_0118_171152.jpg,333,500,175.Pine_Warbler,15,146,261,373,138,259,246,227
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\175.Pine_Warbler/Pine_Warbler_0104_171668.jpg,500,321,175.Pine_Warbler,237,51,404,180,320,115,167,129
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\175.Pine_Warbler/Pine_Warbler_0078_171374.jpg,333,500,175.Pine_Warbler,112,146,305,378,208,262,193,232
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\175.Pine_Warbler/Pine_Warbler_0097_171671.jpg,500,286,175.Pine_Warbler,39,72,279,203,159,137,240,131
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\175.Pine_Warbler/Pine_Warbler_0017_171678.jpg,500,337,175.Pine_Warbler,65,86,388,312,226,199,323,226
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\175.Pine_Warbler/Pine_Warbler_0022_172197.jpg,426,457,175.Pine_Warbler,42,84,385,388,213,236,343,304
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\175.Pine_Warbler/Pine_Warbler_0002_171176.jpg,500,348,175.Pine_Warbler,237,148,498,320,367,234,261,172
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\175.Pine_Warbler/Pine_Warbler_0056_172064.jpg,500,333,175.Pine_Warbler,196,97,416,266,306,181,220,169
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\175.Pine_Warbler/Pine_Warbler_0004_171215.jpg,484,500,175.Pine_Warbler,32,34,471,485,251,259,439,451
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\175.Pine_Warbler/Pine_Warbler_0050_159442.jpg,500,375,175.Pine_Warbler,181,86,326,221,253,153,145,135
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\175.Pine_Warbler/Pine_Warbler_0127_171742.jpg,500,382,175.Pine_Warbler,103,111,436,345,269,228,333,234
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\175.Pine_Warbler/Pine_Warbler_0010_171239.jpg,500,333,175.Pine_Warbler,57,66,370,298,213,182,313,232
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\175.Pine_Warbler/Pine_Warbler_0141_171263.jpg,500,363,175.Pine_Warbler,93,36,456,292,274,164,363,256
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\175.Pine_Warbler/Pine_Warbler_0122_171274.jpg,500,333,175.Pine_Warbler,109,121,377,295,243,208,268,174
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\175.Pine_Warbler/Pine_Warbler_0126_171282.jpg,500,350,175.Pine_Warbler,39,100,295,286,167,193,256,186
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\175.Pine_Warbler/Pine_Warbler_0054_171287.jpg,455,325,175.Pine_Warbler,148,40,424,291,286,165,276,251
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\175.Pine_Warbler/Pine_Warbler_0120_172340.jpg,451,500,175.Pine_Warbler,12,133,374,372,193,252,362,239
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\175.Pine_Warbler/Pine_Warbler_0008_171330.jpg,500,358,175.Pine_Warbler,20,122,349,357,184,239,329,235
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\175.Pine_Warbler/Pine_Warbler_0009_171869.jpg,500,455,175.Pine_Warbler,152,162,403,283,277,222,251,121
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\175.Pine_Warbler/Pine_Warbler_0052_171380.jpg,500,364,175.Pine_Warbler,121,84,433,289,277,186,312,205
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\175.Pine_Warbler/Pine_Warbler_0136_171382.jpg,500,330,175.Pine_Warbler,87,54,463,282,275,168,376,228
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\175.Pine_Warbler/Pine_Warbler_0084_172409.jpg,500,375,175.Pine_Warbler,59,95,492,372,275,233,433,277
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\175.Pine_Warbler/Pine_Warbler_0038_171386.jpg,500,313,175.Pine_Warbler,55,11,373,303,214,157,318,292
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\175.Pine_Warbler/Pine_Warbler_0103_171922.jpg,357,500,175.Pine_Warbler,13,81,331,330,172,205,318,249
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\175.Pine_Warbler/Pine_Warbler_0075_171933.jpg,420,280,175.Pine_Warbler,29,34,403,270,216,152,374,236
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\175.Pine_Warbler/Pine_Warbler_0132_171936.jpg,500,407,175.Pine_Warbler,97,130,327,257,212,193,230,127
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\175.Pine_Warbler/Pine_Warbler_0113_172456.jpg,428,500,175.Pine_Warbler,129,221,391,401,260,311,262,180
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\175.Pine_Warbler/Pine_Warbler_0046_171452.jpg,500,377,175.Pine_Warbler,112,106,335,290,223,198,223,184
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\175.Pine_Warbler/Pine_Warbler_0080_171975.jpg,320,281,175.Pine_Warbler,11,121,282,245,146,183,271,124
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\175.Pine_Warbler/Pine_Warbler_0020_171989.jpg,500,334,175.Pine_Warbler,23,25,377,192,200,108,354,167
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\175.Pine_Warbler/Pine_Warbler_0088_170980.jpg,500,405,175.Pine_Warbler,120,128,462,324,291,226,342,196
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\175.Pine_Warbler/Pine_Warbler_0085_170981.jpg,500,466,175.Pine_Warbler,83,140,399,349,241,244,316,209
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\175.Pine_Warbler/Pine_Warbler_0105_170983.jpg,500,306,175.Pine_Warbler,115,53,469,259,292,156,354,206
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\175.Pine_Warbler/Pine_Warbler_0041_171477.jpg,500,500,175.Pine_Warbler,103,59,382,449,242,254,279,390
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\175.Pine_Warbler/Pine_Warbler_0101_171501.jpg,500,342,175.Pine_Warbler,144,65,469,340,306,202,325,275
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\176.Prairie_Warbler/Prairie_Warbler_0113_172544.jpg,500,400,176.Prairie_Warbler,142,100,331,326,236,213,189,226
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\176.Prairie_Warbler/Prairie_Warbler_0040_173056.jpg,500,349,176.Prairie_Warbler,115,68,307,303,211,185,192,235
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\176.Prairie_Warbler/Prairie_Warbler_0010_172547.jpg,500,400,176.Prairie_Warbler,137,78,424,362,280,220,287,284
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\176.Prairie_Warbler/Prairie_Warbler_0034_172549.jpg,334,500,176.Prairie_Warbler,148,125,305,292,226,208,157,167
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\176.Prairie_Warbler/Prairie_Warbler_0037_172550.jpg,500,357,176.Prairie_Warbler,166,119,422,310,294,214,256,191
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\176.Prairie_Warbler/Prairie_Warbler_0108_172559.jpg,500,357,176.Prairie_Warbler,140,104,348,282,244,193,208,178
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\176.Prairie_Warbler/Prairie_Warbler_0107_173080.jpg,500,375,176.Prairie_Warbler,123,67,499,321,311,194,376,254
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\176.Prairie_Warbler/Prairie_Warbler_0007_173081.jpg,500,357,176.Prairie_Warbler,96,123,317,263,206,193,221,140
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\176.Prairie_Warbler/Prairie_Warbler_0058_172573.jpg,500,334,176.Prairie_Warbler,152,111,461,280,306,195,309,169
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\176.Prairie_Warbler/Prairie_Warbler_0096_172577.jpg,500,339,176.Prairie_Warbler,18,24,459,320,238,172,441,296
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\176.Prairie_Warbler/Prairie_Warbler_0048_173095.jpg,500,333,176.Prairie_Warbler,195,111,380,274,287,192,185,163
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\176.Prairie_Warbler/Prairie_Warbler_0051_172585.jpg,500,374,176.Prairie_Warbler,140,125,455,270,297,197,315,145
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\176.Prairie_Warbler/Prairie_Warbler_0091_172597.jpg,500,336,176.Prairie_Warbler,61,111,350,283,205,197,289,172
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\176.Prairie_Warbler/Prairie_Warbler_0054_172602.jpg,500,354,176.Prairie_Warbler,191,57,422,350,306,203,231,293
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\176.Prairie_Warbler/Prairie_Warbler_0123_172603.jpg,500,333,176.Prairie_Warbler,142,111,487,313,314,212,345,202
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\176.Prairie_Warbler/Prairie_Warbler_0130_172609.jpg,500,332,176.Prairie_Warbler,127,3,330,266,228,134,203,263
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\176.Prairie_Warbler/Prairie_Warbler_0137_172610.jpg,500,364,176.Prairie_Warbler,159,104,468,324,313,214,309,220
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\176.Prairie_Warbler/Prairie_Warbler_0028_173123.jpg,363,500,176.Prairie_Warbler,110,45,341,447,225,246,231,402
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\176.Prairie_Warbler/Prairie_Warbler_0104_172615.jpg,500,332,176.Prairie_Warbler,104,73,448,292,276,182,344,219
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\176.Prairie_Warbler/Prairie_Warbler_0029_172618.jpg,333,500,176.Prairie_Warbler,121,118,259,408,190,263,138,290
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\176.Prairie_Warbler/Prairie_Warbler_0002_172622.jpg,500,328,176.Prairie_Warbler,46,89,310,294,178,191,264,205
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\176.Prairie_Warbler/Prairie_Warbler_0071_173140.jpg,500,325,176.Prairie_Warbler,248,146,397,317,322,231,149,171
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\176.Prairie_Warbler/Prairie_Warbler_0063_172682.jpg,500,333,176.Prairie_Warbler,271,120,429,308,350,214,158,188
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\176.Prairie_Warbler/Prairie_Warbler_0115_172689.jpg,432,376,176.Prairie_Warbler,92,18,390,342,241,180,298,324
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\176.Prairie_Warbler/Prairie_Warbler_0138_172695.jpg,500,333,176.Prairie_Warbler,151,69,332,263,241,166,181,194
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\176.Prairie_Warbler/Prairie_Warbler_0047_173210.jpg,500,333,176.Prairie_Warbler,207,161,374,263,290,212,167,102
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\176.Prairie_Warbler/Prairie_Warbler_0132_172705.jpg,500,403,176.Prairie_Warbler,45,198,397,363,221,280,352,165
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\176.Prairie_Warbler/Prairie_Warbler_0075_172709.jpg,500,400,176.Prairie_Warbler,109,95,275,310,192,202,166,215
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\176.Prairie_Warbler/Prairie_Warbler_0080_172724.jpg,500,342,176.Prairie_Warbler,106,108,333,256,219,182,227,148
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\176.Prairie_Warbler/Prairie_Warbler_0078_172729.jpg,500,333,176.Prairie_Warbler,134,124,423,266,278,195,289,142
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\176.Prairie_Warbler/Prairie_Warbler_0079_172735.jpg,500,333,176.Prairie_Warbler,209,155,448,283,328,219,239,128
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\176.Prairie_Warbler/Prairie_Warbler_0011_172744.jpg,500,400,176.Prairie_Warbler,72,75,384,322,228,198,312,247
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\176.Prairie_Warbler/Prairie_Warbler_0135_172745.jpg,500,410,176.Prairie_Warbler,151,56,308,394,229,225,157,338
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\176.Prairie_Warbler/Prairie_Warbler_0118_173261.jpg,500,333,176.Prairie_Warbler,151,95,309,216,230,155,158,121
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\176.Prairie_Warbler/Prairie_Warbler_0062_172755.jpg,500,458,176.Prairie_Warbler,46,108,432,399,239,253,386,291
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\176.Prairie_Warbler/Prairie_Warbler_0133_173279.jpg,500,375,176.Prairie_Warbler,163,79,358,247,260,163,195,168
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\176.Prairie_Warbler/Prairie_Warbler_0136_172768.jpg,500,403,176.Prairie_Warbler,20,92,419,284,219,188,399,192
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\176.Prairie_Warbler/Prairie_Warbler_0073_172771.jpg,500,333,176.Prairie_Warbler,28,26,410,320,219,173,382,294
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\176.Prairie_Warbler/Prairie_Warbler_0106_173071.jpg,500,397,176.Prairie_Warbler,43,168,236,299,139,233,193,131
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\176.Prairie_Warbler/Prairie_Warbler_0053_173290.jpg,500,357,176.Prairie_Warbler,126,71,492,324,309,197,366,253
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\176.Prairie_Warbler/Prairie_Warbler_0082_172783.jpg,335,500,176.Prairie_Warbler,56,12,210,424,133,218,154,412
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\176.Prairie_Warbler/Prairie_Warbler_0120_173097.jpg,500,333,176.Prairie_Warbler,82,69,376,305,229,187,294,236
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\176.Prairie_Warbler/Prairie_Warbler_0031_172818.jpg,500,346,176.Prairie_Warbler,1,28,455,341,228,184,454,313
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\176.Prairie_Warbler/Prairie_Warbler_0066_173350.jpg,500,333,176.Prairie_Warbler,164,107,350,284,257,195,186,177
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\176.Prairie_Warbler/Prairie_Warbler_0094_91950.jpg,357,500,176.Prairie_Warbler,16,82,315,397,165,239,299,315
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\176.Prairie_Warbler/Prairie_Warbler_0020_173359.jpg,500,333,176.Prairie_Warbler,73,43,438,298,255,170,365,255
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\176.Prairie_Warbler/Prairie_Warbler_0050_173281.jpg,500,409,176.Prairie_Warbler,161,156,306,262,233,209,145,106
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\176.Prairie_Warbler/Prairie_Warbler_0052_173400.jpg,500,409,176.Prairie_Warbler,66,54,435,314,250,184,369,260
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\176.Prairie_Warbler/Prairie_Warbler_0021_172902.jpg,500,400,176.Prairie_Warbler,115,93,434,322,274,207,319,229
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\176.Prairie_Warbler/Prairie_Warbler_0109_172909.jpg,500,357,176.Prairie_Warbler,183,117,485,320,334,218,302,203
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\176.Prairie_Warbler/Prairie_Warbler_0127_172913.jpg,500,344,176.Prairie_Warbler,99,49,303,270,201,159,204,221
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\176.Prairie_Warbler/Prairie_Warbler_0126_172931.jpg,500,333,176.Prairie_Warbler,150,90,303,241,226,165,153,151
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\176.Prairie_Warbler/Prairie_Warbler_0112_173383.jpg,500,333,176.Prairie_Warbler,132,73,304,235,218,154,172,162
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\176.Prairie_Warbler/Prairie_Warbler_0027_172465.jpg,500,388,176.Prairie_Warbler,216,111,445,320,330,215,229,209
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\176.Prairie_Warbler/Prairie_Warbler_0105_172982.jpg,500,410,176.Prairie_Warbler,95,61,428,384,261,222,333,323
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\176.Prairie_Warbler/Prairie_Warbler_0025_165306.jpg,500,362,176.Prairie_Warbler,204,123,338,296,271,209,134,173
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\176.Prairie_Warbler/Prairie_Warbler_0009_173022.jpg,500,354,176.Prairie_Warbler,202,135,393,268,297,201,191,133
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\176.Prairie_Warbler/Prairie_Warbler_0086_172534.jpg,500,333,176.Prairie_Warbler,49,43,476,314,262,178,427,271
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\176.Prairie_Warbler/Prairie_Warbler_0125_172536.jpg,335,500,176.Prairie_Warbler,88,55,324,351,206,203,236,296
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\176.Prairie_Warbler/Prairie_Warbler_0014_172542.jpg,500,333,176.Prairie_Warbler,172,72,471,276,321,174,299,204
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\177.Prothonotary_Warbler/Prothonotary_Warbler_0112_174594.jpg,500,376,177.Prothonotary_Warbler,132,41,348,330,240,185,216,289
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\177.Prothonotary_Warbler/Prothonotary_Warbler_0102_174595.jpg,500,355,177.Prothonotary_Warbler,121,111,459,295,290,203,338,184
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\177.Prothonotary_Warbler/Prothonotary_Warbler_0073_174607.jpg,500,357,177.Prothonotary_Warbler,94,65,470,260,282,162,376,195
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\177.Prothonotary_Warbler/Prothonotary_Warbler_0105_174097.jpg,500,375,177.Prothonotary_Warbler,88,47,478,338,283,192,390,291
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\177.Prothonotary_Warbler/Prothonotary_Warbler_0046_174104.jpg,420,280,177.Prothonotary_Warbler,91,41,400,248,245,144,309,207
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\177.Prothonotary_Warbler/Prothonotary_Warbler_0064_174106.jpg,500,375,177.Prothonotary_Warbler,55,156,473,343,264,249,418,187
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\177.Prothonotary_Warbler/Prothonotary_Warbler_0117_174622.jpg,500,333,177.Prothonotary_Warbler,168,116,273,221,220,168,105,105
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\177.Prothonotary_Warbler/Prothonotary_Warbler_0063_173830.jpg,500,375,177.Prothonotary_Warbler,164,92,467,277,315,184,303,185
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\177.Prothonotary_Warbler/Prothonotary_Warbler_0088_173606.jpg,500,400,177.Prothonotary_Warbler,25,129,344,347,184,238,319,218
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\177.Prothonotary_Warbler/Prothonotary_Warbler_0094_173607.jpg,500,381,177.Prothonotary_Warbler,74,75,419,271,246,173,345,196
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\177.Prothonotary_Warbler/Prothonotary_Warbler_0109_174121.jpg,389,500,177.Prothonotary_Warbler,31,80,172,186,101,133,141,106
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\177.Prothonotary_Warbler/Prothonotary_Warbler_0020_174122.jpg,500,375,177.Prothonotary_Warbler,83,52,473,335,278,193,390,283
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\177.Prothonotary_Warbler/Prothonotary_Warbler_0033_174123.jpg,492,500,177.Prothonotary_Warbler,58,140,453,408,255,274,395,268
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\177.Prothonotary_Warbler/Prothonotary_Warbler_0089_174636.jpg,500,469,177.Prothonotary_Warbler,101,248,316,393,208,320,215,145
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\177.Prothonotary_Warbler/Prothonotary_Warbler_0108_174125.jpg,500,375,177.Prothonotary_Warbler,160,84,493,316,326,200,333,232
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\177.Prothonotary_Warbler/Prothonotary_Warbler_0121_174643.jpg,500,292,177.Prothonotary_Warbler,68,104,280,215,174,159,212,111
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\177.Prothonotary_Warbler/Prothonotary_Warbler_0022_174138.jpg,500,333,177.Prothonotary_Warbler,108,132,301,286,204,209,193,154
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\177.Prothonotary_Warbler/Prothonotary_Warbler_0127_174149.jpg,500,421,177.Prothonotary_Warbler,77,96,453,420,265,258,376,324
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\177.Prothonotary_Warbler/Prothonotary_Warbler_0090_174183.jpg,387,500,177.Prothonotary_Warbler,65,138,283,480,174,309,218,342
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\177.Prothonotary_Warbler/Prothonotary_Warbler_0018_174196.jpg,500,365,177.Prothonotary_Warbler,138,104,318,218,228,161,180,114
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\177.Prothonotary_Warbler/Prothonotary_Warbler_0124_173686.jpg,500,332,177.Prothonotary_Warbler,144,95,378,270,261,182,234,175
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\177.Prothonotary_Warbler/Prothonotary_Warbler_0071_173690.jpg,500,357,177.Prothonotary_Warbler,130,102,437,336,283,219,307,234
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\177.Prothonotary_Warbler/Prothonotary_Warbler_0069_174210.jpg,452,336,177.Prothonotary_Warbler,42,97,354,261,198,179,312,164
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\177.Prothonotary_Warbler/Prothonotary_Warbler_0049_174213.jpg,500,386,177.Prothonotary_Warbler,13,61,381,313,197,187,368,252
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\177.Prothonotary_Warbler/Prothonotary_Warbler_0106_174221.jpg,500,375,177.Prothonotary_Warbler,181,142,449,313,315,227,268,171
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\177.Prothonotary_Warbler/Prothonotary_Warbler_0023_173788.jpg,447,500,177.Prothonotary_Warbler,196,127,299,441,247,284,103,314
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\177.Prothonotary_Warbler/Prothonotary_Warbler_0076_174118.jpg,500,333,177.Prothonotary_Warbler,182,64,429,250,305,157,247,186
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\177.Prothonotary_Warbler/Prothonotary_Warbler_0066_174318.jpg,500,375,177.Prothonotary_Warbler,255,113,355,256,305,184,100,143
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\177.Prothonotary_Warbler/Prothonotary_Warbler_0057_173865.jpg,500,334,177.Prothonotary_Warbler,134,69,325,239,229,154,191,170
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\177.Prothonotary_Warbler/Prothonotary_Warbler_0021_173816.jpg,500,357,177.Prothonotary_Warbler,184,92,435,255,309,173,251,163
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\177.Prothonotary_Warbler/Prothonotary_Warbler_0038_173867.jpg,500,326,177.Prothonotary_Warbler,45,138,349,293,197,215,304,155
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\177.Prothonotary_Warbler/Prothonotary_Warbler_0047_174340.jpg,500,386,177.Prothonotary_Warbler,54,80,458,343,256,211,404,263
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\177.Prothonotary_Warbler/Prothonotary_Warbler_0085_173829.jpg,500,404,177.Prothonotary_Warbler,82,90,464,373,273,231,382,283
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\177.Prothonotary_Warbler/Prothonotary_Warbler_0019_173838.jpg,500,248,177.Prothonotary_Warbler,175,59,459,199,317,129,284,140
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\177.Prothonotary_Warbler/Prothonotary_Warbler_0110_173857.jpg,500,332,177.Prothonotary_Warbler,210,89,459,227,334,158,249,138
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\177.Prothonotary_Warbler/Prothonotary_Warbler_0096_174372.jpg,500,333,177.Prothonotary_Warbler,247,91,426,231,336,161,179,140
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\177.Prothonotary_Warbler/Prothonotary_Warbler_0079_173899.jpg,500,385,177.Prothonotary_Warbler,132,104,333,229,232,166,201,125
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\177.Prothonotary_Warbler/Prothonotary_Warbler_0062_174412.jpg,500,333,177.Prothonotary_Warbler,123,126,343,269,233,197,220,143
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\177.Prothonotary_Warbler/Prothonotary_Warbler_0098_173913.jpg,400,500,177.Prothonotary_Warbler,63,118,324,272,193,195,261,154
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\177.Prothonotary_Warbler/Prothonotary_Warbler_0070_174650.jpg,500,332,177.Prothonotary_Warbler,194,95,305,233,249,164,111,138
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\177.Prothonotary_Warbler/Prothonotary_Warbler_0107_173921.jpg,500,333,177.Prothonotary_Warbler,98,79,343,213,220,146,245,134
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\177.Prothonotary_Warbler/Prothonotary_Warbler_0083_173929.jpg,500,355,177.Prothonotary_Warbler,132,80,244,252,188,166,112,172
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\177.Prothonotary_Warbler/Prothonotary_Warbler_0037_173418.jpg,500,335,177.Prothonotary_Warbler,115,79,342,269,228,174,227,190
